name,where_to_watch,main_role,url
Romance Is A Bonus Book,Netflix Subscription (sub),"Lee Na Young, Lee Jong Suk, Jung Eugene, Wi Ha Joon",https://www.google.com/search?q=romance+is+a+bonus+book
Hwarang,"WeTV Free (sub), Netflix Subscription (sub), Apple TV Free, Viki Subscription (sub)","Park Seo Joon, Go Ah Ra, Park Hyung Sik",https://www.google.com/search?q=hwarang
City Hunter,Apple TV Free,"Lee Min Ho, Park Min Young, Lee Joon Hyuk, Kim Sang Joong",https://www.google.com/search?q=city+hunter
"It'S Okay, That'S Love","Viki Subscription (sub), WeTV Free (sub), Netflix Subscription (sub)","Zo In Sung, Gong Hyo Jin","https://www.google.com/search?q=it's+okay,+that's+love"
Reply 1988,"WeTV Free (sub), Netflix Subscription (sub), Apple TV Free (sub), Viki Free (sub)","Lee Hye Ri, Go Kyung Pyo, Ryu Joon Yeol, Park Bo Gum, Lee Dong Hwi",https://www.google.com/search?q=reply+1988
The Master'S Sun,"Apple TV Free, Wavve Subscription, Viki Free (sub), WeTV Free (sub), Netflix Subscription (sub)","Gong Hyo Jin, So Ji Sub, Seo In Guk, Kim Yoo Ri",https://www.google.com/search?q=the+master's+sun
The King: Eternal Monarch,Netflix Subscription (sub),"Lee Min Ho, Kim Go Eun, Woo Do Hwan, Lee Jung Jin, Kim Kyung Nam, Jung Eun Chae",https://www.google.com/search?q=the+king:+eternal+monarch
Touch Your Heart,"K-DRAMA Free (sub), iWant TFC Free, Viki Free (sub), WeTV Free (sub), Netflix Subscription (sub)","Lee Dong Wook, Yoo In Na, Lee Sang Woo, Son Sung Yoon",https://www.google.com/search?q=touch+your+heart
Playful Kiss,"Viki Free (sub), Netflix Subscription (sub), Tubi Free (sub), AsianCrush Free (sub), Prime Video Subscription (sub)","Kim Hyun Joong, Jung So Min, Lee Tae Sung",https://www.google.com/search?q=playful+kiss
Hospital Playlist,Netflix Subscription (sub),"Jo Jung Suk, Yoo Yeon Seok, Jung Kyung Ho, Kim Dae Myung, Jeon Mi Do",https://www.google.com/search?q=hospital+playlist
A Korean Odyssey,"Viki Free (sub), Netflix Subscription (sub), Apple TV Free","Lee Seung Gi, Cha Seung Won, Oh Yeon Seo, Lee Hong Ki, Jang Gwang",https://www.google.com/search?q=a+korean+odyssey
Start-Up,Netflix Subscription (sub),"Bae Suzy, Nam Joo Hyuk, Kim Seon Ho, Kang Han Na",https://www.google.com/search?q=start-up
Dream High,"Viki Subscription (sub), Netflix Subscription (sub)","Bae Suzy, Kim Soo Hyun, Ok Taec Yeon, Ham Eun Jung, Jang Woo Young, IU",https://www.google.com/search?q=dream+high
The Bride Of Habaek,"WeTV Free (sub), Netflix Subscription (sub), K-DRAMA Free (sub), Apple TV Free, Viki Free (sub)","Shin Se Kyung, Nam Joo Hyuk, Im Joo Hwan, Krystal Jung, Gong Myung",https://www.google.com/search?q=the+bride+of+habaek
My Secret Romance,"Viki Subscription (sub), Netflix Subscription (sub), K-DRAMA Free (sub), Apple TV Free","Sung Hoon, Song Ji Eun, Kim Jae Young, Jung Da Sol",https://www.google.com/search?q=my+secret+romance
Who Are You: School 2015,"Viki Subscription (sub), Netflix Subscription (sub), Apple TV Free (sub), KBS World Free","Kim So Hyun, Nam Joo Hyuk, Yook Sung Jae",https://www.google.com/search?q=who+are+you:+school+2015
Reply 1997,"Apple TV Free (sub), Viki Free (sub), K-DRAMA Free (sub)","Jung Eun Ji, Seo In Guk, Hoya, Shin So Yool, Eun Ji Won, Lee Si Eon, Song Jong Ho",https://www.google.com/search?q=reply+1997
The Scholar Who Walks The Night,"Viki Subscription (sub), Netflix Subscription","Lee Joon Gi, Lee Yoo Bi, Shim Chang Min, Lee Soo Hyuk, Kim So Eun",https://www.google.com/search?q=the+scholar+who+walks+the+night
Protect The Boss,"SBS World Free (sub), Viki Free (sub), Apple TV Subscription","Choi Kang Hee, Ji Sung, Kim Jae Joong, Wang Ji Hye",https://www.google.com/search?q=protect+the+boss
"Hyde, Jekyll, Me","iWant TFC Free, SBS World Free (sub), Viki Subscription (sub), Netflix Subscription (sub)","Hyun Bin, Han Ji Min, Sung Joon, Lee Hye Ri","https://www.google.com/search?q=hyde,+jekyll,+me"
Do Do Sol Sol La La Sol,Netflix Subscription (sub),"Go Ah Ra, Lee Jae Wook, Kim Joo Heon",https://www.google.com/search?q=do+do+sol+sol+la+la+sol
"Noble, My Love","Apple TV Free, Viki Free (sub)","Sung Hoon, Kim Jae Kyung","https://www.google.com/search?q=noble,+my+love"
Good Manager,"Viki Subscription (sub), Netflix Subscription (sub)","Namkoong Min, Nam Sang Mi, Lee Jun Ho, Jung Hye Sung",https://www.google.com/search?q=good+manager
Age Of Youth 2,Netflix Subscription (sub),"Han Ye Ri, Han Seung Yeon, Park Eun Bin, Ji Woo, Choi A Ra",https://www.google.com/search?q=age+of+youth+2
Kill It,"Viki Free (sub), WeTV Free (sub)","Nana, Jang Ki Yong, Roh Jeong Eui",https://www.google.com/search?q=kill+it
Yumi'S Cells,"TVING Subscription (sub), Viki Subscription (sub)","Kim Go Eun, Ahn Bo Hyun",https://www.google.com/search?q=yumi's+cells
A Gentleman'S Dignity,Viki Subscription (sub),"Jang Dong Gun, Kim Ha Neul, Kim Soo Ro, Kim Min Jong, Lee Jong Hyuk, Yoon Se Ah, Kim Jung Nan, Yoon Jin Yi",https://www.google.com/search?q=a+gentleman's+dignity
Bad Guys,Netflix Subscription (sub),"Kim Sang Joong, Park Hae Jin, Jo Dong Hyuk, Ma Dong Seok, Kang Ye Won",https://www.google.com/search?q=bad+guys
To My Star,"Viki Free (sub), WeTV Free (sub)","Son Woo Hyun, Kim Kang Min",https://www.google.com/search?q=to+my+star
Memorist,"Viki Free (sub), WeTV Free (sub)","Yoo Seung Ho, Lee Se Young, Jo Sung Ha",https://www.google.com/search?q=memorist
Long Time No See, ,"Tak Woo Suk, Yeon Seung Ho",https://www.google.com/search?q=long+time+no+see
Where Stars Land,"Apple TV Free, SBS World Free (sub), Viki Free (sub), Netflix Subscription (sub)","Chae Soo Bin, Lee Je Hoon, Lee Dong Gun, Kim Jee Soo",https://www.google.com/search?q=where+stars+land
The Sound Of Magic,Netflix Subscription (sub),"Ji Chang Wook, Choi Sung Eun, Hwang In Youp",https://www.google.com/search?q=the+sound+of+magic
Circle,K-DRAMA Free (sub),"Yeo Jin Goo, Kim Kang Woo, Gong Seung Yeon, Lee Gi Kwang",https://www.google.com/search?q=circle
Queen Of The Ring, ,"Kim Seul Gi, Ahn Hyo Seop",https://www.google.com/search?q=queen+of+the+ring
Witch'S Romance,"Prime Video Subscription (sub), Viki Free (sub), Apple TV Free, AsianCrush Free (sub)","Uhm Jung Hwa, Park Seo Joon, Han Jae Suk",https://www.google.com/search?q=witch's+romance
My Father Is Strange,"Viki Subscription (sub), Netflix Subscription (sub), Apple TV Free (sub), KBS World Free (sub)","Kim Yeong Cheol, Kim Hae Sook, Ryu Soo Young, Lee Yoo Ri, Lee Joon, Jung So Min",https://www.google.com/search?q=my+father+is+strange
"At A Distance, Spring Is Green","Apple TV Free, Viki Subscription (sub)","Park Ji Hoon, Kang  Min Ah, Bae In Hyuk","https://www.google.com/search?q=at+a+distance,+spring+is+green"
Shining Inheritance,"SBS World Free (sub), Viki Free (sub), Apple TV Subscription (sub)","Han Hyo Joo, Lee Seung Gi, Bae Soo Bin, Moon Chae Won, Ban Hyo Jung",https://www.google.com/search?q=shining+inheritance
"Meow, The Secret Boy",Viki Free (sub),"Kim Myung Soo, Shin Ye Eun, Seo Ji Hoon, Yoon Ye Joo, Kang Hoon","https://www.google.com/search?q=meow,+the+secret+boy"
"Please Come Back, Mister","SBS World Free (sub), Viki Free (sub)","Rain, Oh Yeon Seo, Kim In Kwon, Kim Soo Ro, Lee Min Jung, Lee Ha Nee, Choi Won Young, Yoon Park","https://www.google.com/search?q=please+come+back,+mister"
Wok Of Love,"Apple TV Subscription, Viki Free (sub), Netflix Subscription (sub)","Lee Jun Ho, Jang Hyuk, Jung Ryeo Won",https://www.google.com/search?q=wok+of+love
About Time,"Apple TV Free (sub), Viki Free (sub), WeTV Free (sub), Netflix Subscription (sub)","Lee Sung Kyung, Lee Sang Yoon",https://www.google.com/search?q=about+time
Bride Of The Century,Viki Free (sub),"Yang  Jin Sung, Lee Hong Ki",https://www.google.com/search?q=bride+of+the+century
A Love So Beautiful-1,"Kakao TV Purchase, Netflix Subscription","Kim Yo Han, So Ju Yeon, Yeo Hoe Hyun",https://www.google.com/search?q=a+love+so+beautiful-1
You Make Me Dance,"iflix Free (sub), Viki Free (sub), WeTV Free (sub)","Choo Young Woo, Won Hyung Hoon",https://www.google.com/search?q=you+make+me+dance
Love With Flaws,"Apple TV Free (sub), Viki Free (sub)","Oh Yeon Seo, Ahn Jae Hyun, Kim Seul Gi, Gu Won, Heo Jung Min",https://www.google.com/search?q=love+with+flaws
Arthdal Chronicles Part 1: The Children Of Prophecy,Netflix Subscription (sub),"Song Joong Ki, Jang Dong Gun, Kim Ji Won, Kim Ok Bin",https://www.google.com/search?q=arthdal+chronicles+part+1:+the+children+of+prophecy
Moment At Eighteen,"WeTV Free (sub), Netflix Subscription (sub), Viki Free (sub)","Ong Seong Wu, Kim Hyang Gi, Shin Seung Ho, Kang Ki Young",https://www.google.com/search?q=moment+at+eighteen
Missing You,Viki Free (sub),"Yoon Eun Hye, Park Yoo Chun, Yoo Seung Ho",https://www.google.com/search?q=missing+you
The Greatest Love,Viki Subscription (sub),"Cha Seung Won, Gong Hyo Jin, Yoo In Na, Yoon Kye Sang",https://www.google.com/search?q=the+greatest+love
Find Me In Your Memory,"Viki Subscription (sub), Netflix Subscription (sub), Apple TV Free","Kim Dong Wook, Moon Ga Young",https://www.google.com/search?q=find+me+in+your+memory
Misaeng: Incomplete Life,"WeTV Free (sub), Netflix Subscription (sub), Viki Free","Im Si Wan, Lee Sung Min, Kang So Ra, Kang Ha Neul, Byun Yo Han, Kim Dae Myung",https://www.google.com/search?q=misaeng:+incomplete+life
Mary Stayed Out All Night,Viki Subscription (sub),"Jang Geun Suk, Moon Geun Young, Kim Jae Wook, Kim Hyo Jin",https://www.google.com/search?q=mary+stayed+out+all+night
The Guest,"WeTV Free (sub), Netflix Subscription (sub), K-DRAMA Free (sub)","Kim Dong Wook, Kim Jae Wook, Jung Eun Chae",https://www.google.com/search?q=the+guest
Remember: War Of The Son,"SBS World Free (sub), Viki Free (sub), Netflix Subscription (sub)","Yoo Seung Ho, Park Sung Woong, Namkoong Min, Park Min Young, Jung Hye Sung",https://www.google.com/search?q=remember:+war+of+the+son
Terius Behind Me,"iWant TFC Subscription, Viki Free (sub), Netflix Subscription (sub)","So Ji Sub, Jung In Sun, Son Ho Jun, Im Se Mi",https://www.google.com/search?q=terius+behind+me
The Bridal Mask,"Viki Subscription (sub), Netflix Subscription (sub)","Joo Won, Jin Se Yeon, Park Ki Woong, Han Chae Ah",https://www.google.com/search?q=the+bridal+mask
Angry Mom,"Viki Subscription (sub), Netflix Subscription (sub)","Kim Hee Sun, Kim Yoo Jung, Ji Hyun Woo",https://www.google.com/search?q=angry+mom
Light On Me,"Viki Subscription (sub), WeTV Free (sub), KOK TV Free (sub)","Lee Sae On, Kang Yoo Seok, Choe Chan Yi, Go Woo Jin",https://www.google.com/search?q=light+on+me
The Princess'S Man,Viki Free,"Park Shi Hoo, Moon Chae Won, Kim Yeong Cheol, Song Jong Ho, Hong Soo Hyun, Lee Min Woo",https://www.google.com/search?q=the+princess's+man
D-Day,Viki Free (sub),"Kim Young Kwang, Jung So Min, Ha Seok Jin, Lee Kyung Young",https://www.google.com/search?q=d-day
Ho Goo'S Love,"AsianCrush Free (sub), Prime Video Subscription (sub)","Uee, Choi  Woo Shik, Im Seul Ong, Lee Soo Kyung",https://www.google.com/search?q=ho+goo's+love
Suits,Netflix Subscription (sub),"Jang Dong Gun, Park Hyung Sik, Jin Hee Kyung, Chae Jung An, Go Sung Hee, Choi Gwi Hwa",https://www.google.com/search?q=suits
"Arthdal Chronicles Part 2: The Sky Turning Inside Out, Rising Land",Netflix Subscription (sub),"Song Joong Ki, Jang Dong Gun, Kim Ji Won, Kim Ok Bin","https://www.google.com/search?q=arthdal+chronicles+part+2:+the+sky+turning+inside+out,+rising+land"
Missing 9,Netflix Subscription (sub),"Jung Kyung Ho, Baek Jin Hee",https://www.google.com/search?q=missing+9
Criminal Minds,WeTV Free (sub),"Lee Joon Gi, Son Hyun Joo, Moon Chae Won, Yoo  Sun, Lee Sun Bin, Go Yoon, Kim Yeong Cheol",https://www.google.com/search?q=criminal+minds
The Emperor: Owner Of The Mask,Netflix Subscription,"Yoo Seung Ho, Kim So Hyun, Kim Myung Soo, Yoon So Hee, Heo Joon Ho, Park Chul Min",https://www.google.com/search?q=the+emperor:+owner+of+the+mask
The School Nurse Files,Netflix Subscription (sub),"Jung Yu Mi, Nam Joo Hyuk",https://www.google.com/search?q=the+school+nurse+files
Who Are You, ,"So Yi Hyun, Ok Taec Yeon, Kim Jae Wook",https://www.google.com/search?q=who+are+you
Scent Of A Woman,"SBS World Free (sub), Viki Subscription (sub)","Kim Sun Ah, Lee Dong Wook, Uhm Ki Joon, Seo Hyo Rim",https://www.google.com/search?q=scent+of+a+woman
Sell Your Haunted House,"Viki Subscription, Netflix Subscription (sub), Prime Video Purchase","Jang Na Ra, Jung Yong Hwa",https://www.google.com/search?q=sell+your+haunted+house
Bel Ami,Viki Free (sub),"Jang Geun Suk, IU, Han Chae Young, Lee Jang Woo",https://www.google.com/search?q=bel+ami
The Light In Your Eyes,"Disney+ Hotstar Subscription (sub), Viki Free (sub), Netflix Subscription (sub), Hulu Subscription (sub)","Han Ji Min, Kim Hye Ja, Nam Joo Hyuk",https://www.google.com/search?q=the+light+in+your+eyes
The Guardians,"Viki Subscription (sub), Netflix Subscription (sub)","Lee Si Young, Kim Young Kwang, Kim Tae Hoon, Kim Seul Gi, Key",https://www.google.com/search?q=the+guardians
Live Up To Your Name,"K-DRAMA Free (sub), Netflix Subscription (sub)","Kim Nam Gil, Kim Ah Joong",https://www.google.com/search?q=live+up+to+your+name
Wish You: Your Melody From My Heart,"WeTV Free (sub), Netflix Subscription (sub), Viki Free (sub)","Kang In Soo, Lee Sang",https://www.google.com/search?q=wish+you:+your+melody+from+my+heart
Six Flying Dragons,"SBS VOD Free, Prime Video Ppv (sub), Viki Free (sub), Netflix Subscription (sub)","Yoo Ah In, Kim Myung Min, Shin Se Kyung, Byun Yo Han, Yoon Kyun Sang, Chun Ho Jin",https://www.google.com/search?q=six+flying+dragons
365: Repeat The Year,Viki Subscription (sub),"Lee Joon Hyuk, Nam Ji Hyun, Kim Jee Soo",https://www.google.com/search?q=365:+repeat+the+year
Familiar Wife,"K-DRAMA Free (sub), Viki Free (sub), WeTV Free (sub), Netflix Subscription (sub)","Ji Sung, Han Ji Min, Kang Han Na, Jang Seung Jo",https://www.google.com/search?q=familiar+wife
High-End Crush,Viki Free (sub),"Jung Il Woo, Jin Se Yeon",https://www.google.com/search?q=high-end+crush
Revolutionary Love,"WeTV Free (sub), Netflix Subscription (sub), K-DRAMA Free, Apple TV Free, iflix Subscription, Viki Free (sub)","Choi Si Won, Kang So Ra, Gong Myung",https://www.google.com/search?q=revolutionary+love
